Text,Toxic,Abusive,Threat,Provocative,Obscene,Hatespeech,Racist,Nationalist,Sexist,Homophobic,ReligiousHate,Radicalism,Sentiment
thank truth speaking innocent,False,False,False,False,False,False,False,False,False,False,False,False,Positive
this sad disgrace black people,True,True,False,False,False,False,False,False,False,False,False,False,Negative
mother told same thing bless this woman,False,False,False,False,False,False,False,False,False,False,False,False,Positive
this calls spot mspeggy,False,False,False,False,False,False,False,False,False,False,False,False,Negative
when lives matter bullshitwitch call bullshit black people were killed five period newark where were they call bullshitb,True,True,False,True,True,False,False,False,False,False,False,False,Negative
love same saem thing peggy stupid killing selves more quicker than stlpd could ever wakeup,False,False,False,False,False,False,False,False,False,False,False,False,Negative
niggas love being victim situation thats separate from them other black people need same,True,False,False,False,False,True,True,False,False,False,False,False,Negative
that politicians same style oratory peggy hubbard short video rings message that loud clearto those will listen england thankfully dont have culture ive seen enough american scene time know that peggy drops hangwringing crap tell words should written down posted white housemavbe someone there would listen act,False,False,False,False,False,False,False,False,False,False,False,False,Positive
everyone share thisthis women awesome,False,False,False,False,False,False,False,False,False,False,False,False,Positive
this real black leadership real revolutionary radicalism,False,False,False,False,False,False,False,False,False,False,False,False,Negative
respect,False,False,False,False,False,False,False,False,False,False,False,False,Positive
thanks being voice sanity black community peggy,False,False,False,False,False,False,False,False,False,False,False,False,Positive
wowpeople like cant these things rightly says because police will offended racist therefore truth might speak given credencesociety know speaking truth magnifies like else could arent elevating people like school boards city councils mayors state national office,False,False,False,False,False,False,False,False,False,False,False,False,Positive
shes navy vet respect,False,False,False,False,False,False,False,False,False,False,False,False,Positive
thisisacommentary heres some truth you,False,False,False,False,False,False,False,False,False,False,False,False,Positive
this bitch talking about people like dylan roof james holmes jared loughner jerad miller mcveigh jared loughner david adkisson paul hill scott roeder frazier glen miller elliot rodger buford furrow john houser etc then right,True,True,False,False,False,False,False,False,False,False,False,False,Negative
thank being real when heard about little girl thought same thing where rage media ever behind them want promote racial tensions nobody black community wants talk about elephant room almost like everything media music scene promotes thug life,False,False,False,False,False,False,False,False,False,False,False,False,Positive
peggy hero,False,False,False,False,False,False,False,False,False,False,False,False,Positive
awesome women,False,False,False,False,False,False,False,False,False,False,False,False,Positive
think alot black people tired with violence gangs ignorance their communities want stop their people races whats gets with that statement when talk about things black commuity people quick their people every race your putting blacks down when just want your people better caring their selfs repectful,False,False,False,False,False,False,False,False,False,False,False,False,Negative
tips this class lady well spoken,False,False,False,False,False,False,False,False,False,False,False,False,Positive
only more black people were like her,False,False,False,False,False,False,False,False,False,False,False,False,Positive
right blacks shitter because themselves white man,True,True,False,False,True,False,False,False,False,False,False,False,Negative
obama should saying exactly what this lady saying instead hes defending thugs should clean language however,True,False,False,False,False,True,True,False,False,False,False,False,Negative
proud woman mother that stands principle morality just plain common sense afraid against tide cultures wrong path kudos peggy also mother kids hattiesburg that killed police officers then stands takes responsibility should wonderful role models latest heroines,False,False,False,False,False,False,False,False,False,False,False,False,Positive
basically shes doing more than talking black lives matter guess when looting rioting take place only asshole whose robbed druged community hits points cnn believes there police brutality wants reforms knows theres racism also knows nobody going take fucking second look black rights till black people take stand against self destruction,False,False,False,False,False,False,False,False,False,False,False,False,Negative
ive spread this video everywhere awesome,False,False,False,False,False,False,False,False,False,False,False,False,Positive
thank you peggy,False,False,False,False,False,False,False,False,False,False,False,False,Positive
female uncle ruckus,False,False,False,False,False,False,False,False,False,False,False,False,Negative
well damn good,False,False,False,False,False,False,False,False,False,False,False,False,Positive
white person always thought everyone should treated fairly with creating bunch bull threatening life others making harder cops take guys maybe drawing their weapon fast enough killing spirit being hero killing spirit putting 110 doing just enough comply more rushing into burning houses type thing from cops with neighborhood gangs neighborhood having heat taken them emboldening them spirit lives matter form racism itself causing feeling that black lives dont matter peggy gave hope there still hope that there still intelligence black community maybe still live together less white willing join because peggy blm,True,False,False,False,False,True,True,False,False,False,False,False,Negative
agree with this sista 100 ,False,False,False,False,False,False,False,False,False,False,False,False,Positive
black person have thank speaking truth many blacks there causing trouble dressing like idiots bring trouble themselves killing eachother causing crimes then they complain police after them when they good just glad parents grew properly stayed away from garbage,True,False,False,False,False,True,True,False,False,False,False,False,Negative
thank mrs hubbard happy that said what needs saying blacks allowing their neighborhoods destroyed themselves black mothers stand counted black fathers keep your home help raise your children peggy chief have your back fair winds following seas shipmate slap heard round world needs happen whole more sisters,False,False,False,False,False,False,False,False,False,False,False,False,Positive
girl have listened twice retweeted twice first from gateway pundent second from youtube bless hubbard gods speed with your vid,False,False,False,False,False,False,False,False,False,False,False,False,Positive
great videothank peggy,False,False,False,False,False,False,False,False,False,False,False,False,Positive
this brave woman brought tears eyes,False,False,False,False,False,False,False,False,False,False,False,False,Positive
peggy hubbard president 2016 ,False,False,False,False,False,False,False,False,False,False,False,False,Negative
very respectable woman,False,False,False,False,False,False,False,False,False,False,False,False,Positive
much logic intelligence must mixed race with some intelligent white her,True,False,False,False,False,True,True,False,False,False,False,False,Negative
amen tell like sister amen,False,False,False,False,False,False,False,False,False,False,False,False,Positive
need more people like peggy hubbard support mother year with common sense,False,False,False,False,False,False,False,False,False,False,False,False,Positive
think just fell love,False,False,False,False,False,False,False,False,False,False,False,False,Positive
must fucking stupid attacks police officer expects away with without response from police,True,True,False,False,True,False,False,False,False,False,False,False,Negative
never heard this woman before but loving what saying this message valuable there thanks posting,False,False,False,False,False,False,False,False,False,False,False,False,Positive
nail head black lives matter guess when they keep killing each other over stupid shit like gang loyalty selling drugs instead getting education able getto your take those parents raise there chlidren have values pride they arecause those ones will make difference drug dealing gang bangers only difference there going makeis less holiday dinners,False,False,False,False,False,False,False,False,False,False,False,False,Positive
dear peggy please mother president,False,False,False,False,False,False,False,False,False,False,False,False,Positive
plenty white people care when they have exact same views this woman they deemed racist stopped caring,False,False,False,False,False,False,False,False,False,False,False,False,Positive
look deeper into this happens over black people black people this situation black people hope learns history,False,False,False,False,False,False,False,False,False,False,False,False,Positive
love this woman wish there were more like her would certainly help cause more were same page,False,False,False,False,False,False,False,False,False,False,False,False,Positive
thats just cruel,False,False,False,False,False,False,False,False,False,False,False,False,Negative
spoke what others want say,False,False,False,False,False,False,False,False,False,False,False,False,Positive
this women should nobel peace prize instead that antichrist obama,False,False,False,False,False,False,False,False,False,False,False,False,Positive
bravo,False,False,False,False,False,False,False,False,False,False,False,False,Negative
correction black have never been most violent this planet some what saying true but when comes this black black crime shit dont just single race when same shit happens with other races across globe,True,True,False,False,True,False,False,False,False,False,False,False,Negative
sure michael brown knew killer young girl considered homeboy,False,False,False,False,False,False,False,False,False,False,False,False,Negative
love peggy,False,False,False,False,False,False,False,False,False,False,False,False,Positive
yeah what said save some dollars parts harleys lolol,False,False,False,False,False,False,False,False,False,False,False,False,Positive
peggy know there many more fine black women and men like sick tired violence blame thanks speaking,False,False,False,False,False,False,False,False,False,False,False,False,Negative
awesome peggy thank telling truth westandwithpeggyhubbard,False,False,False,False,False,False,False,False,False,False,False,False,Positive
that community should marching peace hand hand girl that killed sitting home doing homework deserves least that society down maybe sharpton will lead,False,False,False,False,False,False,False,False,False,False,False,False,Positive
truth delivered with courage conviction political correctness reaches hearts minds honest productive hardworking people this lady says like,False,False,False,False,False,False,False,False,False,False,False,False,Positive
right dynamite,False,False,False,False,False,False,False,False,False,False,False,False,Positive
blacks speak truth dont conform norm they considered uncle toms sell outs,False,False,False,False,False,False,False,False,False,False,False,False,Positive
days youre conservative support confederate flagdenies racismand criticize black people youre deemed hero white people lmao please this white woman black face screen,True,False,False,False,False,True,True,False,False,False,False,False,Negative
real strong black woman afraid speak truth,False,False,False,False,False,False,False,False,False,False,False,False,Positive
peggy love your video once stand black lives matters they using excuse away with crime know good blacks would like their voices heard their voices silenced because this nationwide uproar black lives matters their afraid they something they could next victim,False,False,False,False,False,False,False,False,False,False,False,False,Positive
okay blacklivesmovent thugs stop with this carp wanna stand murder child died gettin shoot cheast becasue wanna like plant apes movie because this excuse black killing other blacks wanna come after cops white call names rastist names because dont lisening lawa obeying stop shooting inncent benfits guys killing other need jail,True,False,False,False,False,True,True,False,False,False,False,False,Negative
freakin girl,False,False,False,False,False,False,False,False,False,False,False,False,Negative
amen peggy hubbard color makes difference its person inside innocent nine year little girl attention should have been some people just want cause chaos black white what going exactly what obama wantednow look country this mess that its admire your courage telling like peggy hubbard,True,False,False,False,False,True,True,False,False,False,False,False,Negative
race human race,False,False,False,False,False,False,False,False,False,False,False,False,Negative
omg putting there telling truth its hard its true,False,False,False,False,False,False,False,False,False,False,False,False,Positive
before integration black people their schools business banks  after integration they lost every thing ,True,True,False,True,False,False,False,False,False,False,False,False,Negative
leave alone dont take down,False,False,False,False,False,False,False,False,False,False,False,False,Negative
wake black people,False,False,False,False,False,False,False,False,False,False,False,False,Negative
this older white conservative says peggy vice president could imagine trumphubbard ticket woweee wow,False,False,False,False,False,False,False,False,False,False,False,False,Positive
pretty woman dang,False,False,False,False,False,False,False,False,False,False,False,False,Positive
leave video sometimes truth hurts thank posting video,False,False,False,False,False,False,False,False,False,False,False,False,Positive
your fellow white liberal press networks blogs post this they wont they cringe black conservatism,True,True,False,True,False,False,False,False,False,False,False,False,Negative
said need parts harley,False,False,False,False,False,False,False,False,False,False,False,False,Negative
thank you finally powerful voice truth from black community black killings perpetrated blacks most part even black murders nonblacks directed innocent black citizens rather drug gang related donald trump star parker hope aware peggy hubbards comments address this issue honestly has there needs seat table hubbard trump campaign administration race mongers like obama eric holder pelosi reid jessie jackson sharpton naacp congressional black caucus congressional democrats ethnicities levels government mainstream media have conspired over last years turn viable black communities into governmentdependent ghettos knowingly advancing false narrative systemic white conservative racism perhaps their greatest accomplishment destruction black nuclear family seventytwo percent black children born single mothers married limit number children have when obama progressives will gladly extort taxpayer money take care your illegitimate children exchange guaranteed votes keep themselves power this master plan policy insures generations newly created disaffected dysfunctional adults will necessarily become democratic voters race hustlers mentioned above reacted same black black killings they could into those neighborhoods with their power wipe gangs minimize drug give community some real hope change will never happen they need black communities dependent feel hopeless order maintain their power control they living good life backs their people while deceiving them into thinking they care just think these purveyors lies damn lies couldnt make race issue over past years they would have real jobs like rest,False,False,False,False,False,False,False,False,False,False,False,False,Positive
peggy you,False,False,False,False,False,False,False,False,False,False,False,False,Negative
love her every thug deserves slug,True,False,False,False,False,True,True,False,False,False,False,False,Negative
body cams should also what police into day just when screws,False,False,False,False,False,False,False,False,False,False,False,False,Negative
reasonburgertwitter powerful blunt force trauma powerful hope your words change thinking those whose concern black lives misplaced thank sharing,False,False,False,False,False,False,False,False,False,False,False,False,Positive
peggy hubbard president,False,False,False,False,False,False,False,False,False,False,False,False,Negative
agree with most what said cant trust police they wont arrest crooked pedophile protecting treasonous politicans same thing military people,True,True,False,True,False,False,False,False,False,False,False,False,Negative
blacklivesmatter built deceit lies,True,True,False,True,False,False,False,False,False,False,False,False,Negative
dont like generalizations used rant main point right chris rock said best there black people there niggaz nigga morns killer that gunned down street black person mourns loss innocent human life such little girl that murdered based comments here black nigga ratio dropping,True,False,False,False,False,True,True,False,False,False,False,False,Negative
will tell what even more taboo talk about something news media wont touch with foot poleblack white crime blacks sexually assaulted over 30000 white women 2005 fewer than black women were sexually assaulted white men yes used 2005 because does make these stats available online anymore stating that these statistic inflammatory certain ethnic groups this only iceberg,False,False,False,False,False,False,False,False,False,False,False,False,Negative
peggy should watch life leadership revolution videos these people very smart very good mentors really think some research training would great leader keep great work,False,False,False,False,False,False,False,False,False,False,False,False,Positive
best most honest black people ive ever know,False,False,False,False,False,False,False,False,False,False,False,False,Positive
bamshe said,False,False,False,False,False,False,False,False,False,False,False,False,Negative
bless this lady wish there were more people like with same intelligence bless that little girl lost life thugs its sad single those animals cares black lives matter ass innocent lives matter,False,False,False,False,False,False,False,False,False,False,False,False,Positive
black have this needed just black lives matter message needed either orits both and,False,False,False,False,False,False,False,False,False,False,False,False,Positive
hubbard have absolute respect you wish would office level bigger balls than most male politicians call like bravo,False,False,False,False,False,False,False,False,False,False,False,False,Positive
well said peggy your message should shared with everybody,False,False,False,False,False,False,False,False,False,False,False,False,Positive
mansur ballbey thug worked fedex house being served warrant video brandishing gun shot back which illegal police officer louis isnt releasing data because they know they shot killed error ballbey criminal record what hubbard doing illegal going national slandering ballbeys son frankly her,False,False,False,False,False,False,False,False,False,False,False,False,Negative
after watching second part rest power trayvon martin story just urge watch this again,False,False,False,False,False,False,False,False,False,False,False,False,Negative
httpsyoutubeqlpgdyvxdm really black people most violent,False,False,False,False,False,False,False,False,False,False,False,False,Negative
thank speaking problems black community,False,False,False,False,False,False,False,False,False,False,False,False,Negative
yea should beat white people black owned stores cause massive riots wasting money yall dont work stop wasting people money just yourselfi hope every single person their shotthat didnt happen though sadly,True,True,False,True,False,True,True,False,False,False,False,False,Negative
blacklivesdontmatter,True,False,False,False,False,True,True,False,False,False,False,False,Negative
seeing comments here just proves backward this country,True,True,False,True,False,False,False,False,False,False,False,False,Negative
police should not militarized,False,False,False,False,False,False,False,False,False,False,False,False,Negative
dumb,True,True,False,False,True,False,False,False,False,False,False,False,Negative
you cant stop revolution well its been years that theyve done pretty good far,False,False,False,False,False,False,False,False,False,False,False,False,Positive
feel sorry what hapenned thus think dont happen when gang member kill another one just street when kill black male knowing that gang menbers they killing each other every day lost family friend that went streets scream stop killing when police killing black person whole world stop humans,False,False,False,False,False,False,False,False,False,False,False,False,Negative
burn public storage that makes sense,False,False,False,False,False,False,False,False,False,False,False,False,Negative
they must cause there quiet that have lost thier belts,False,False,False,False,False,False,False,False,False,False,False,False,Negative
good,False,False,False,False,False,False,False,False,False,False,False,False,Positive
real criminals wall street those guys steal more money then inmate every penitentiary every dreamed stealing,True,True,False,True,False,False,False,False,False,False,False,False,Negative
this revolution setting your neighbourhood fire good job burn down some suburbs where these cops live does making yourself homeless achive anything,True,True,False,True,False,False,False,False,False,False,False,False,Negative
molotov cocktail local drink wants dance dance,False,False,False,False,False,False,False,False,False,False,False,False,Negative
brown stepfather pants half down,True,True,False,False,True,False,False,False,False,False,False,False,Negative
trés totes hilars this that grip these revolutionaries regular posters afropunk which only about seventeen massive corporate sponsors the revolution which will start now sponsored following multinational corporations virtue signaling satire practically writes itself,False,False,False,False,False,False,False,False,False,False,False,False,Positive
congrats your town flames roll live that world hell hole also move out wait cant cause your town garbage probably business markets,False,False,False,False,False,False,False,False,False,False,False,False,Negative
white immigrants need back europe native americans were here before european settlers came over there boats,True,True,False,True,False,False,False,False,False,False,False,False,Negative
what bunch complete dumb asses,True,True,False,False,False,False,False,False,False,False,False,False,Negative
ignorance excuse usc deprivation rights under color,False,False,False,False,False,False,False,False,False,False,False,False,Negative
agree time race war,True,False,False,False,False,True,True,False,False,False,False,False,Negative
been years please started where three quarter million americans died you stop bitching,True,True,False,False,False,False,False,False,False,False,False,False,Negative
they weird white under pretext that police officer white must less risk than others would black police officer would kill white would have taken years prison white against this there white black equal,False,False,False,False,False,False,False,False,False,False,False,False,Negative
crimes committed during riot should become federal offence federal government ability build unlimited prisons,False,False,False,False,False,False,False,False,False,False,False,False,Negative
michael brown thug bless thin blue line graduate from police academy december,True,False,False,False,False,True,True,False,False,False,False,False,Negative
what people herei cant even understand what they sayingis this black america this good world seehow people respect race like this when they much,True,False,False,False,False,True,True,False,False,False,False,False,Negative
these people they shouldve wish they wouldve literally burned entire city down,True,True,False,True,False,False,False,False,False,False,False,False,Negative
lol look what them,False,False,False,False,False,False,False,False,False,False,False,False,Positive
scrolls down comments bunch racist comments look trump supporters sits patiently hate seriously people saying this wrong which yeah kinda people saying its just because theyre black think about african american people there that innocent nothing wrong,False,False,False,False,False,False,False,False,False,False,False,False,Negative
340 someone some milk,False,False,False,False,False,False,False,False,False,False,False,False,Negative
must nice looting protesting rioting burning stuff down middle night when dont have work next,True,True,False,True,False,False,False,False,False,False,False,False,Negative
really that hard just open fire,True,True,False,True,False,False,False,False,False,False,False,False,Negative
police shot black then blacks riot when black shoot black what happens ,False,False,False,False,False,False,False,False,False,False,False,False,Negative
dirty mongrels,True,True,False,False,False,False,False,False,False,False,False,False,Negative
national guard should called hint riot national guard really spooks rioters,False,False,False,False,False,False,False,False,False,False,False,False,Negative
your dollars will them spanking,False,False,False,False,False,False,False,False,False,False,False,False,Negative
that police purposefully left them destroy their anger instead more businesses cost destruction that will passed state taxpayers,False,False,False,False,False,False,False,False,False,False,False,False,Negative
policing problem being protested here caused black criminals lets forget blame address elephant room,True,False,False,False,False,True,True,False,False,False,False,False,Negative
peace needs found both sides stubborn relentless peaceful dont work steps those power days chant your concerns  fear path dark side fear leads anger anger leads hate hate leads suffering yoda,False,False,False,False,False,False,False,False,False,False,False,False,Negative
inanimate object that police very resilient getting completely flipped over fire,False,False,False,False,False,False,False,False,False,False,False,False,Negative
hate basterds like this would have been funny they tried pushing more flipped back them hacopcarcanstillfightback,True,True,False,False,False,False,False,False,False,False,False,False,Negative
ferguson 2014 protesters flip police york times,False,False,False,False,False,False,False,False,False,False,False,False,Negative
wish flipped over crushed rioters,True,True,False,True,False,False,False,False,False,False,False,False,Negative
its only ameland,True,False,False,False,False,True,True,True,False,False,False,False,Negative
cops need look video start arresting these people,False,False,False,False,False,False,False,False,False,False,False,False,Negative
they only showed violent protests,False,False,False,False,False,False,False,False,False,False,False,False,Negative
good guys just raised your taxes,False,False,False,False,False,False,False,False,False,False,False,False,Positive
your friend gets killed which that means your burn down your local homes items seems correct,True,True,False,True,False,False,False,False,False,False,False,False,Negative
question they park that cruiser front protesters,False,False,False,False,False,False,False,False,False,False,False,False,Negative
point they almost person fire,False,False,False,False,False,False,False,False,False,False,False,False,Negative
crown most durable ever,False,False,False,False,False,False,False,False,False,False,False,False,Negative
hate people have read everything because cant read because black,True,False,False,False,False,True,True,False,False,False,False,False,Negative
everyone saying there only black people there there white people white woman shot with rubber bullet came next black people where helping walk,False,False,False,False,False,False,False,False,False,False,False,False,Positive
this truly tragedynot only death they that city reacted this justice only makes matters worse this malcolm handling things king way,False,False,False,False,False,False,False,False,False,False,False,False,Negative
maybe dont know exact story such from what understood this supposed case grown shooting this aint supposed racial guys letting your hate whether anti black anti white seem forgetting what going here police officer shot innocent thats want justice that your fckin race moment pick race side have become fckin joke dont give rats about many blacks have killed whites vice versa what want know that police officer walking free after emptying motherfckin child,True,True,False,False,True,False,False,False,False,False,False,False,Negative
michael brown deserved die intoxicated aggressive attempted reach cops gun,True,True,False,True,False,False,False,False,False,False,False,False,Negative
ive experienced racism both sides then being racist against whites,False,False,False,False,False,False,False,False,False,False,False,False,Negative
muslims from with black brothers sisters america,False,False,False,False,False,False,False,False,False,False,False,False,Negative
hopeless piece shit look bully store owner decisions dumb shot killed,True,True,False,False,True,False,False,False,False,False,False,False,Negative
yall racists fuck please bless america,True,True,False,False,False,False,False,False,False,False,False,False,Negative
some people have seen mississippi burning many damn times,False,False,False,False,False,False,False,False,False,False,False,False,Negative
many racist comments hate being white sometimes,False,False,False,False,False,False,False,False,False,False,False,False,Negative
fuck they need military police against civilians its like they just wanna bring their gear dress like soldier strut around trying look tough,False,False,False,False,False,False,False,False,False,False,False,False,Negative
dont elites divide conquer tactics work you they want keep racially divided never rise against them,True,True,False,True,False,False,False,False,False,False,False,False,Negative
what jkind bandana that wearing light,False,False,False,False,False,False,False,False,False,False,False,False,Negative
man thug life typesyoure hilarious seriously youre fuckin riot look take your three dollar pocket knife back pawnshop pull your pants stop playing basstracks some sedan with rims that cost more than itself your back office where belong criminal life aint you,True,False,False,False,False,True,True,False,False,False,False,False,Negative
724 730 xdddddddddddddddd,False,False,False,False,False,False,False,False,False,False,False,False,Negative
shooting thing with being black black people make black issue bottom line grown robbed store ignored police orders people think protest behalf thug respect law shame that came death hadnt have been thief would still alive hear this bullshit about blacks gotta what they gotta hard streets from streetsblah blah blah wear your hard living like badge honor with honor this country lets steal some cigarillos make blunts worsen what already ghetto,True,False,False,False,False,True,True,False,False,False,False,False,Negative
blacks prejudice easily,True,False,False,False,False,True,True,False,False,False,False,False,Negative
remember that time every other race rioted because someone their race shot white after attacking officer waving around remember huge riot last year when month shot head black kids,True,False,False,False,False,True,True,False,False,False,False,False,Negative
didnt attack police officer steal from store what expect,False,False,False,False,False,False,False,False,False,False,False,False,Negative
010 legend that still yelling move,False,False,False,False,False,False,False,False,False,False,False,False,Negative
truth that people need realize accept that michael browns actions brought situation bible says justice served fast your justice your will people said justice peace its these words that awakes scriptures head deeply that cannot speak everything wish speak right long believe what would will come right time,False,False,False,False,False,False,False,False,False,False,False,False,Positive
darudesandstorm,False,False,False,False,False,False,False,False,False,False,False,False,Negative
just finished video gaze upon racists bigots comment section itll make glad human being,True,True,False,False,False,False,False,False,False,False,False,False,Negative
everyone saying micheal brown deserved what about treyvon martin eric garner,False,False,False,False,False,False,False,False,False,False,False,False,Negative
maybe theres more depth subject comment section nope just bunch degenerates,True,True,False,False,False,False,False,False,False,False,False,False,Negative
yall need stop acting like mike brown some innocent never nothing wrong,False,False,False,False,False,False,False,False,False,False,False,False,Positive
pair work boots stolen ferguson riots,True,False,False,False,False,True,True,False,False,False,False,False,Negative
police peaceful ways thats needs bulletproof vest helmet,False,False,False,False,False,False,False,False,False,False,False,False,Positive
they dont want justice here mentality action hes guilty matter what grand jury says matter what evidence says lets just hang from nearest tree what about officers rights they need learn speak proper english job whos bigger racest white crowd that they would jail,True,False,False,False,False,True,True,False,False,False,False,False,Negative
mike brown criminal thug fuck,True,True,False,False,True,True,True,False,False,False,False,False,Negative
553 that brick that white helmet lmao nice shot should face,True,False,False,False,False,True,True,False,False,False,False,False,Negative
fuck kansas city,True,True,False,False,True,False,False,False,False,False,False,False,Negative
this hed cry,False,False,False,False,False,False,False,False,False,False,False,False,Negative
this isnt really race issue this police brutality issue this first time like darren wilson wasnt sent jail what they did group police officers shot killed homeless white just because didnt want leave spot home they shot him attacked with k9s then shot bean bags long after dead they even camera they didnt jail there problem with police keep ignoring then will only worse worse dont make excuses police officers behavior thankful ones that their right,False,False,False,False,False,False,False,False,False,False,False,False,Negative
every time interviewed person noticed they ghetto clearly their education that preschooler ever protested that incredible stupid stuff martin luther king would have been disappointed respect him ignorant black people like always ruining things then they they didnt anything they always victims wake stupids guys arent only ones youre just making america look stupid,True,False,False,False,False,True,True,False,False,False,False,False,Negative
right loot right private property right destroy public property play victim card nothing will change,False,False,False,False,False,False,False,False,False,False,False,False,Negative
yes lets destroy someone elses property ruin their because someone else take that police cunts,True,True,False,False,False,False,False,False,False,False,False,False,Negative
police begining sounds more like saying then move that mean maybe feel more like cop mean,False,False,False,False,False,False,False,False,False,False,False,False,Positive
fergueson residents stupid they complain about crime when police shoots criminal they tell police leave while rioting looting destroying their community where logic this think theyre just trolling srs,True,False,False,False,False,True,True,False,False,False,False,False,Negative
every time dont agree with police going burn down everything that relation what dont agree with call protesting these people fucking stupid its were deevolving,True,True,False,False,False,False,False,False,False,False,False,False,Negative
look people black lives matter just like white lives just same mike browns life lawfully ended police officer that being assaulted mike brown suspect brown football player about inches mention high marijuana officer inches only armed with baton gun after telling brown hands witch evidence shows not shot while assaulting officer before well this that didnt officer this that well unless have been police officer cant officer something stupid should have done something else this officer being attacked much larger than him didnt have time stop think hmmm maybe shouldnt defend myself maybe should kill,False,False,False,False,False,False,False,False,False,False,False,False,Negative
comments vice video always extrem this case obviously racist cant take them seriously,False,False,False,False,False,False,False,False,False,False,False,False,Negative
over people killed cops every year would kill many country would streat protest matter dead white black comments here many white people that dont give fuck about dead black man dont every unnecessary dead should mater,True,True,False,False,True,False,False,False,False,False,False,False,Negative
these people stupid fuck they wouldt doing this they work 7am these their idea because theyre losers have nothing better yeah great work burning down that auto place more people unemployed cannot provide their family great work this because police shot some criminal happened black these people definition sheep there individual thinker among them,True,True,False,False,False,False,False,False,False,False,False,False,Negative
like begining peaceful even fucking reporter wearing armor,True,True,False,False,True,False,False,False,False,False,False,False,Negative
this civilians perspective people fight gets shot other goes jail since protecting self micheal brown shot feet away from daren wilsons patrol there that couldnt self that situation continued conflict between them there reason shoot there where other options like pepper spray tazer,False,False,False,False,False,False,False,False,False,False,False,False,Negative
728 lost shit that guy lmao,False,False,False,False,False,False,False,False,False,False,False,False,Negative
cant understand what lady 130 said after going through some articles videos about this shooting incident personally think this case exaggerated riot looting other criminal activities they said caused grand jury decision fake they crime because they opportunity disintegration then decision their reason,False,False,False,False,False,False,False,False,False,False,False,False,Negative
lady 730 hahahaha,False,False,False,False,False,False,False,False,False,False,False,False,Negative
united shits america collapsing this good,True,False,False,False,False,True,True,True,False,False,False,False,Negative
these people just dont dont want shot dont like thug then threaten police officer just effin ridiculous just excuse like assholes good destroying your city,True,True,False,False,True,False,False,False,False,False,False,False,Negative
somebody pick kill already style,True,True,False,True,False,False,False,False,False,False,False,False,Negative
police dont shoot legs arms other body parts immobilize someone every time officer fire their weapon its because they using deadly force theyre trained centre mass other parts body,False,False,False,False,False,False,False,False,False,False,False,False,Negative
sick seeing racist comment that shame still have rascim 2015 grow fuck people,True,True,False,False,True,False,False,False,False,False,False,False,Negative
only justice will street eye kill kill,True,True,True,False,False,False,False,False,False,False,False,False,Negative
like blacks racist against white without consequences keep nice world live keep,True,False,False,False,False,True,True,False,False,False,False,False,Negative
find insane that black people always play racist card over every single little issue between coincidental whiteblack situation when most cases race nothing with also they they want justice than around destroying private property looting shops their right mind would justice destroy peoples lively hood same time its though these black communities think perfectly acceptable black person kill white when follows procedures defends self from potential fatal attack they angry yeah black might have firearm could easily have knife something they value other black people more than white enforcement officer life equal such they should understand that officer defended self from attack attack,True,False,False,False,False,True,True,False,False,False,False,False,Negative
black lives matter white lives matter lives matter,False,False,False,False,False,False,False,False,False,False,False,False,Positive
cuumm dowww heeeeerrrr its come down here,False,False,False,False,False,False,False,False,False,False,False,False,Negative
dont cops armed civil machine guns against unarmed civilians throwing bricks fuck united states people america must free themselves from oppression,True,True,False,True,False,False,False,False,False,False,False,False,Negative
these signs black lives matter parent should have bury their childjustice theyd know last three black person shot white cop them name person last hundred killed another black person damn clue where marches protests over that more likely murdered another black person isnt cop that fact fuck sharpton cornell west,True,True,False,False,False,False,False,False,False,False,False,False,Negative
cops pigs,True,True,False,False,False,False,False,False,False,False,False,False,Negative
article about many more cases that went pretty much same this one this particular making such scene,False,False,False,False,False,False,False,False,False,False,False,False,Positive
mooing people beginning,False,False,False,False,False,False,False,False,False,False,False,False,Negative
man good that they fighting back just hope minorities dont rained these national guards look those wepons acting like,False,False,False,False,False,False,False,False,False,False,False,False,Positive
only 11000 cases presented grand jury doesnt return indictment apparently militarized police state gunning down unarmed teen that time unevolved racists used hide behind white hoods they hide behind computer screens police badges,True,True,False,True,False,False,False,False,False,False,False,False,Negative
darren wilson should have stand trial prove acted self defense jury open court just george zimmerman michael dunn couldnt grand jury that operates secret cannot trusted just government trusted that operates secret,False,False,False,False,False,False,False,False,False,False,False,False,Negative
its because hes black,True,False,False,False,False,True,True,False,False,False,False,False,Negative
they cant help these motherfuckers primitive compared white people they frustrated when they live around white people because they cant compete blacks africa much more selfassured because they dont reminded every that they cant compete multiculturalism good anybody these people throwing fits living dollars stolen from white people,True,False,False,False,False,True,True,False,False,False,False,False,Negative
shoot looters sight,True,True,False,True,False,False,False,False,False,False,False,False,Negative
vice news dispatch,False,False,False,False,False,False,False,False,False,False,False,False,Negative
another bulllsship vice documentary that doesnt focus facts just idiots with jobs venting their racist paranoia,True,True,False,True,True,False,False,False,False,False,False,False,Negative
1011 what fucking evidence evidence mean fact that suspect armed robbery autopsy reports thats evidence that shows innocent damn,True,True,False,False,True,False,False,False,False,False,False,False,Negative
feel they thirsty violence rather then knowledge,False,False,False,False,False,False,False,False,False,False,False,False,Negative
police logic shit brick shoot them all quick call army nuke them all,True,True,False,True,False,False,False,False,False,False,False,False,Negative
